Feature,Duration,SHAP_value,Normalized_Importance,Sum_Normalized_Importance,Type
High Gain Antenna elevation,170,0.06116174,0.06116174177369051,1.0,IBS_N
Radial Distance from Sun,180,0.27942136,0.27942136866206246,1.0,IBS_N
Electronic Box Temperature,180,0.11735761,0.11735761363808604,1.0,IBS_N
Out Board Sensor Temperature,180,0.03671537,0.03671537113817651,1.0,IBS_N
In Board Sensor Temperature,180,0.054735176,0.05473517769679052,1.0,IBS_N
Out Board Sensor minus In Board Sensor Temp.,180,0.15471986,0.1547198647963158,1.0,IBS_N
Heater Dutycycle,180,0.052424002,0.052424003625144114,1.0,IBS_N
Search Coil Magnetometer's Temperature,180,0.044197246,0.04419724737011468,1.0,IBS_N
Solar Array's Angle,180,0.10724874,0.10724874332471106,1.0,IBS_N
High Gain Antenna Azimuth,180,0.090441205,0.09044120780367745,1.0,IBS_N
High Gain Antenna elevation,180,0.0627394,0.06273940194492147,1.0,IBS_N
Radial Distance from Sun,10,0.11260438,0.1126043805630219,0.9999999999999999,IBS_R
Electronic Box Temperature,10,0.20123757,0.20123757100618783,0.9999999999999999,IBS_R
Out Board Sensor Temperature,10,0.054779075,0.054779075273895375,0.9999999999999999,IBS_R
In Board Sensor Temperature,10,0.07355747,0.07355747036778734,0.9999999999999999,IBS_R
Out Board Sensor minus In Board Sensor Temp.,10,0.09362335,0.09362335046811673,0.9999999999999999,IBS_R
Heater Dutycycle,10,0.12287732,0.12287732061438658,0.9999999999999999,IBS_R
Search Coil Magnetometer's Temperature,10,0.09784317,0.09784317048921583,0.9999999999999999,IBS_R
Solar Array's Angle,10,0.03936297,0.03936297019681484,0.9999999999999999,IBS_R
High Gain Antenna Azimuth,10,0.12752037,0.12752037063760183,0.9999999999999999,IBS_R
High Gain Antenna elevation,10,0.07659432,0.07659432038297158,0.9999999999999999,IBS_R
Radial Distance from Sun,20,0.18290797,0.18290797475560733,0.9999999999999999,IBS_R
Electronic Box Temperature,20,0.0887298,0.08872980230697484,0.9999999999999999,IBS_R
Out Board Sensor Temperature,20,0.058637816,0.058637817524583254,0.9999999999999999,IBS_R
In Board Sensor Temperature,20,0.080220975,0.0802209770857454,0.9999999999999999,IBS_R
Out Board Sensor minus In Board Sensor Temp.,20,0.1481382,0.1481382038515933,0.9999999999999999,IBS_R
Heater Dutycycle,20,0.098133266,0.09813326855146497,0.9999999999999999,IBS_R
Search Coil Magnetometer's Temperature,20,0.121176384,0.12117638715058605,0.9999999999999999,IBS_R
Solar Array's Angle,20,0.016095703,0.01609570341848829,0.9999999999999999,IBS_R
High Gain Antenna Azimuth,20,0.10676521,0.10676521277589553,0.9999999999999999,IBS_R
High Gain Antenna elevation,20,0.09919465,0.09919465257906096,0.9999999999999999,IBS_R
Radial Distance from Sun,30,0.26374945,0.2637494455162594,1.0,IBS_R
Electronic Box Temperature,30,0.19184871,0.191848706738572,1.0,IBS_R
Out Board Sensor Temperature,30,0.03633419,0.03633418938231878,1.0,IBS_R
In Board Sensor Temperature,30,0.07856951,0.07856950866431835,1.0,IBS_R
Out Board Sensor minus In Board Sensor Temp.,30,0.082871474,0.08287147259118496,1.0,IBS_R
Heater Dutycycle,30,0.049525782,0.049525781158061714,1.0,IBS_R
Search Coil Magnetometer's Temperature,30,0.09812433,0.0981243283318864,1.0,IBS_R
Solar Array's Angle,30,0.013718731,0.013718730766781576,1.0,IBS_R
High Gain Antenna Azimuth,30,0.11535257,0.11535256803900634,1.0,IBS_R
High Gain Antenna elevation,30,0.06990527,0.06990526881161042,1.0,IBS_R
Radial Distance from Sun,40,0.20179372,0.20179371757847542,1.0000000000000002,IBS_R
Electronic Box Temperature,40,0.26504347,0.26504346681947843,1.0000000000000002,IBS_R
Out Board Sensor Temperature,40,0.063090086,0.063090085242919,1.0000000000000002,IBS_R
In Board Sensor Temperature,40,0.09201737,0.09201736889579158,1.0000000000000002,IBS_R
Out Board Sensor minus In Board Sensor Temp.,40,0.054657727,0.054657726344107295,1.0000000000000002,IBS_R
Heater Dutycycle,40,0.067265324,0.06726532319281613,1.0000000000000002,IBS_R
Search Coil Magnetometer's Temperature,40,0.07119594,0.07119593914564874,1.0000000000000002,IBS_R
Solar Array's Angle,40,0.038362347,0.03836234653965184,1.0000000000000002,IBS_R
High Gain Antenna Azimuth,40,0.097031884,0.09703188283561742,1.0000000000000002,IBS_R
High Gain Antenna elevation,40,0.049542144,0.04954214340549429,1.0000000000000002,IBS_R
Radial Distance from Sun,50,0.15100522,0.1510052261912143,1.0,IBS_R
Electronic Box Temperature,50,0.30613223,0.30613224255142196,1.0,IBS_R
Out Board Sensor Temperature,50,0.075877905,0.07587790811099424,1.0,IBS_R
In Board Sensor Temperature,50,0.121183395,0.1211833999685194,1.0,IBS_R
Out Board Sensor minus In Board Sensor Temp.,50,0.06731018,0.0673101827597175,1.0,IBS_R
Heater Dutycycle,50,0.061600283,0.06160028552561171,1.0,IBS_R
Search Coil Magnetometer's Temperature,50,0.05495853,0.05495853225329982,1.0,IBS_R
Solar Array's Angle,50,0.04755607,0.04755607194979895,1.0,IBS_R
High Gain Antenna Azimuth,50,0.049514916,0.04951491803011164,1.0,IBS_R
High Gain Antenna elevation,50,0.06486123,0.06486123265931056,1.0,IBS_R
Radial Distance from Sun,60,0.13768262,0.13768261476806068,1.0000000000000002,IBS_R
Electronic Box Temperature,60,0.32020083,0.320200817832369,1.0000000000000002,IBS_R
Out Board Sensor Temperature,60,0.07929225,0.07929224698689462,1.0000000000000002,IBS_R
In Board Sensor Temperature,60,0.08347989,0.08347988682776432,1.0000000000000002,IBS_R
Out Board Sensor minus In Board Sensor Temp.,60,0.0863687,0.08636869671798955,1.0000000000000002,IBS_R
Heater Dutycycle,60,0.0486141,0.04861409815266428,1.0000000000000002,IBS_R
Search Coil Magnetometer's Temperature,60,0.036268182,0.03626818062180914,1.0000000000000002,IBS_R
Solar Array's Angle,60,0.032482952,0.03248295076564788,1.0000000000000002,IBS_R
High Gain Antenna Azimuth,60,0.08302469,0.08302468684506191,1.0000000000000002,IBS_R
